Date,ITUB4_BRL,PETR4_BRL,USD_BRL,VALE3_BRL,WEGE3_BRL,IBOV_PONTOS,SP500_BRL,DOWJONES_BRL
2021-04-09,17.279462814331055,6.791665077209473,5.5665998458862305,62.21075439453125,33.77692794799805,117670.0,22983.376356468536,188154.42344867438
2021-04-12,17.70755958557129,6.860586643218994,5.679299831390381,62.45234680175781,33.77692794799805,118812.0,23444.094242067076,191650.23565629497
2021-04-13,17.701072692871094,6.883561134338379,5.7322001457214355,62.561073303222656,33.53984832763672,119297.0,23740.421905862167,193044.8493145313
2021-04-14,17.928085327148438,6.992687702178955,5.716300010681152,64.62670135498047,34.098995208740234,120295.0,23577.794895228,192815.89043997228
2021-04-15,17.928085327148438,6.854015827178955,5.652900218963623,65.3575210571289,35.02494430541992,120701.0,23574.967689537443,192402.04560772143
2021-04-16,18.129161834716797,6.812457084655762,5.614999771118164,65.6353759765625,34.46580505371094,121114.0,23501.41429836955,192036.76475021243
2021-04-19,17.856748580932617,7.207254409790039,5.5858001708984375,65.06763458251953,33.906646728515625,120934.0,23255.137110322714,190350.82536834478
2021-04-20,17.76593017578125,7.070705890655518,5.545300006866455,64.11936950683594,33.0433349609375,120062.0,22929.482485472457,187549.25945449807
2021-04-21,17.76593017578125,7.070705890655518,5.56790018081665,64.11936950683594,33.0433349609375,120062.0,23237.185537631623,190073.12669173442
2021-04-22,17.772424697875977,7.038055419921875,5.56790018081665,64.16163635253906,32.60047912597656,119371.0,23023.155780925183,188283.54702463374
2021-04-23,17.856748580932617,7.032116889953613,5.44320011138916,65.22465515136719,33.64272689819336,120530.0,22753.501384375617,185305.51920457557
2021-04-26,17.84377098083496,7.058834075927734,5.477200031280518,65.57496643066406,33.38329315185547,120595.0,22936.4330368503,186123.8579785861
